iter,model,coef,estimate
104,logit,effect::Cleanup,-0.0336451985918693
104,logit,effect::Threat,-0.0116225086206799
104,logit,effect::Impact,-0.12029702056629
104,poisson,effect::Cleanup,0.00317422221693729
104,poisson,effect::Threat,0.00452732939720714
104,poisson,effect::Impact,0.00022479414063301
105,logit,effect::Cleanup,-0.0492125708647221
105,logit,effect::Threat,0.00167267586472119
105,logit,effect::Impact,-0.0374783531765117
105,poisson,effect::Cleanup,0.00331028351578945
105,poisson,effect::Threat,0.00384525470342413
105,poisson,effect::Impact,-0.000348375040800358
106,logit,effect::Cleanup,-0.0592078285778753
106,logit,effect::Threat,-0.0128537834384617
106,logit,effect::Impact,0.0755083441940878
106,poisson,effect::Cleanup,0.00271283402703111
106,poisson,effect::Threat,0.0040326037982325
106,poisson,effect::Impact,0.00308780773628605
107,logit,effect::Cleanup,-0.00615505882454722
107,logit,effect::Threat,-0.00687217758342826
107,logit,effect::Impact,0.0312514736894721
107,poisson,effect::Cleanup,0.00438708264766775
107,poisson,effect::Threat,0.00330287318487196
107,poisson,effect::Impact,0.00205308807563671
108,logit,effect::Cleanup,-0.04219154360052
108,logit,effect::Threat,-0.0121920429548993
108,logit,effect::Impact,-0.0571260606132375
108,poisson,effect::Cleanup,0.00276707271570691
108,poisson,effect::Threat,0.0058066750872488
108,poisson,effect::Impact,-0.000994729608185207
109,logit,effect::Cleanup,-0.0359440586259176
109,logit,effect::Threat,-0.0271313775163519
109,logit,effect::Impact,-0.0295634192444414
109,poisson,effect::Cleanup,0.00418195648703317
109,poisson,effect::Threat,0.00109077288528258
109,poisson,effect::Impact,0.000204735169083353
110,logit,effect::Cleanup,-0.0159787708877175
110,logit,effect::Threat,-0.0629671355320995
110,logit,effect::Impact,-0.132333222476633
110,poisson,effect::Cleanup,0.00255044785987068
110,poisson,effect::Threat,0.00328072472782177
110,poisson,effect::Impact,0.00373295408706437
111,logit,effect::Cleanup,-0.0158007436249213
111,logit,effect::Threat,-0.058786439908427
111,logit,effect::Impact,-0.0828584147576375
111,poisson,effect::Cleanup,0.00388266680759184
111,poisson,effect::Threat,0.00516094767326841
111,poisson,effect::Impact,0.000937569973473649
112,logit,effect::Cleanup,-0.0500222894319164
112,logit,effect::Threat,0.0015854265776675
112,logit,effect::Impact,-0.161011442075907
112,poisson,effect::Cleanup,0.00435871036130404
112,poisson,effect::Threat,0.00327183944466621
112,poisson,effect::Impact,0.000482364037745534
113,logit,effect::Cleanup,-0.0257317820649145
113,logit,effect::Threat,-0.0297186071605279
113,logit,effect::Impact,0.0336611821573496
113,poisson,effect::Cleanup,0.00479549815966388
113,poisson,effect::Threat,0.00271628259549588
113,poisson,effect::Impact,0.00331458194600332
114,logit,effect::Cleanup,0.0218556503291223
114,logit,effect::Threat,-0.00294707260342676
114,logit,effect::Impact,0.016038962659569
114,poisson,effect::Cleanup,0.00524830600255149
114,poisson,effect::Threat,0.00343541502173773
114,poisson,effect::Impact,0.000284163717696565
115,logit,effect::Cleanup,-0.0612331618534396
115,logit,effect::Threat,-0.0375025455247773
115,logit,effect::Impact,-0.051172871298756
115,poisson,effect::Cleanup,0.00496367563354786
115,poisson,effect::Threat,0.00491447883929272
115,poisson,effect::Impact,0.00480102955965731
116,logit,effect::Cleanup,-0.0618247850957307
116,logit,effect::Threat,-0.0910140474660428
116,logit,effect::Impact,-0.0196775482034299
116,poisson,effect::Cleanup,0.00377238434404724
116,poisson,effect::Threat,0.00335616050403448
116,poisson,effect::Impact,0.00143136316486404
117,logit,effect::Cleanup,-0.0304831806137559
117,logit,effect::Threat,-0.00262309632901441
117,logit,effect::Impact,-0.0410958139403645
117,poisson,effect::Cleanup,0.00333958057901878
117,poisson,effect::Threat,0.00408836866615593
117,poisson,effect::Impact,0.00443462944013937
118,logit,effect::Cleanup,-0.034272762953737
118,logit,effect::Threat,-0.0301647517458611
118,logit,effect::Impact,-0.0725367561165934
118,poisson,effect::Cleanup,0.00461217350250313
118,poisson,effect::Threat,0.00499180300639722
118,poisson,effect::Impact,-0.000864335232666747
119,logit,effect::Cleanup,-0.0175343153047531
119,logit,effect::Threat,-0.0122181391635606
119,logit,effect::Impact,-0.0219180115067348
119,poisson,effect::Cleanup,0.00241355959740362
119,poisson,effect::Threat,0.00550969207801709
119,poisson,effect::Impact,0.000497078177993258
120,logit,effect::Cleanup,-0.0618911021180129
120,logit,effect::Threat,-0.000564093026438725
120,logit,effect::Impact,-0.0357793999976713
120,poisson,effect::Cleanup,0.00346560536791822
120,poisson,effect::Threat,0.00566962255662537
120,poisson,effect::Impact,0.00665162149827695
121,logit,effect::Cleanup,-0.0477294017533047
121,logit,effect::Threat,-0.0286780186895828
121,logit,effect::Impact,-0.0311299383308865
121,poisson,effect::Cleanup,0.00339123231485485
121,poisson,effect::Threat,0.00551962439919511
121,poisson,effect::Impact,0.00201396610349924
122,logit,effect::Cleanup,0.000492406783889839
122,logit,effect::Threat,-0.0485697700333129
122,logit,effect::Impact,0.0136412861346022
122,poisson,effect::Cleanup,0.00371313851355701
122,poisson,effect::Threat,0.00511989826675184
122,poisson,effect::Impact,0.00524020801492597
123,logit,effect::Cleanup,-0.0124466715536959
123,logit,effect::Threat,-0.00112460211329872
123,logit,effect::Impact,-0.0482712112144852
123,poisson,effect::Cleanup,0.00313879440825647
123,poisson,effect::Threat,0.00466206556753748
123,poisson,effect::Impact,0.00108492504104424
124,logit,effect::Cleanup,-0.035656008116
124,logit,effect::Threat,-0.0584140241493773
124,logit,effect::Impact,0.116691263345755
124,poisson,effect::Cleanup,0.0047653401120217
124,poisson,effect::Threat,0.00442877779623435
124,poisson,effect::Impact,0.00512654251682297
125,logit,effect::Cleanup,-0.0310787943857478
125,logit,effect::Threat,-0.0477062107615354
125,logit,effect::Impact,0.0194314843454567
125,poisson,effect::Cleanup,0.00374936693639107
125,poisson,effect::Threat,0.00340752959906717
125,poisson,effect::Impact,0.00024541185707164
126,logit,effect::Cleanup,-0.0306365161370807
126,logit,effect::Threat,-0.059349954653574
126,logit,effect::Impact,-0.0844407993302018
126,poisson,effect::Cleanup,0.00324987350961903
126,poisson,effect::Threat,0.00471218236624401
126,poisson,effect::Impact,0.00622163339149113
127,logit,effect::Cleanup,-0.061660324247846
127,logit,effect::Threat,-0.0305087107328307
127,logit,effect::Impact,0.0606268834567966
127,poisson,effect::Cleanup,0.00443793535124336
127,poisson,effect::Threat,0.00393031163206699
127,poisson,effect::Impact,0.00227935613383685
128,logit,effect::Cleanup,-0.0236804345662122
128,logit,effect::Threat,0.00461151526525967
128,logit,effect::Impact,0.0701494214952649
128,poisson,effect::Cleanup,0.00453713058502042
128,poisson,effect::Threat,0.00445795261314302
128,poisson,effect::Impact,0.00497497699288657
129,logit,effect::Cleanup,-0.0543346140555347
129,logit,effect::Threat,-0.0353945468568681
129,logit,effect::Impact,-0.0171691275567443
129,poisson,effect::Cleanup,0.00382614690345306
129,poisson,effect::Threat,0.00351610672518041
129,poisson,effect::Impact,0.011622139835579
130,logit,effect::Cleanup,-0.0297494839242002
130,logit,effect::Threat,-0.0466794194502348
130,logit,effect::Impact,0.0515743370691109
130,poisson,effect::Cleanup,0.00447472562721291
130,poisson,effect::Threat,0.00453669809028121
130,poisson,effect::Impact,0.00327638189927281
131,logit,effect::Cleanup,-0.0436536794820709
131,logit,effect::Threat,-0.0254563481951244
131,logit,effect::Impact,-0.0306854983336162
131,poisson,effect::Cleanup,0.00374359907513189
131,poisson,effect::Threat,0.00333114625492101
131,poisson,effect::Impact,0.00326829070222204
132,logit,effect::Cleanup,-0.0460648582635296
132,logit,effect::Threat,0.00817957090669173
132,logit,effect::Impact,0.0134468240249684
132,poisson,effect::Cleanup,0.00418801192737307
132,poisson,effect::Threat,0.00492074491050836
132,poisson,effect::Impact,0.00269804215065776
133,logit,effect::Cleanup,-0.00948287298060136
133,logit,effect::Threat,-0.0280539646815006
133,logit,effect::Impact,-0.00793632996291054
133,poisson,effect::Cleanup,0.00400829390383737
133,poisson,effect::Threat,0.00471131754757852
133,poisson,effect::Impact,0.00182942088094254
134,logit,effect::Cleanup,-0.0402614691386459
134,logit,effect::Threat,-0.0346405031106531
134,logit,effect::Impact,0.0102344305969387
134,poisson,effect::Cleanup,0.00488914402610052
134,poisson,effect::Threat,0.00511589530068902
134,poisson,effect::Impact,0.00220547314336426
135,logit,effect::Cleanup,-0.0643809534266396
135,logit,effect::Threat,-0.041262455525196
135,logit,effect::Impact,-0.0332501096579552
135,poisson,effect::Cleanup,0.00403142363759538
135,poisson,effect::Threat,0.00442663526501019
135,poisson,effect::Impact,0.00947656797864342
136,logit,effect::Cleanup,-0.0650934806930186
136,logit,effect::Threat,-0.0504749229737096
136,logit,effect::Impact,-0.0215380004977497
136,poisson,effect::Cleanup,0.00306178951136749
136,poisson,effect::Threat,0.00502912248186967
136,poisson,effect::Impact,0.00823018833064277
137,logit,effect::Cleanup,-0.026013644761757
137,logit,effect::Threat,-0.0277679447421123
137,logit,effect::Impact,0.0569566019306257
137,poisson,effect::Cleanup,0.0029935278538183
137,poisson,effect::Threat,0.00446773320568304
137,poisson,effect::Impact,0.00313942767897855
138,logit,effect::Cleanup,-0.00661166645410471
138,logit,effect::Threat,0.000776971680296421
138,logit,effect::Impact,0.0127841021619501
138,poisson,effect::Cleanup,0.00580772810571789
138,poisson,effect::Threat,0.0049006446648524
138,poisson,effect::Impact,0.00643201934763147
139,logit,effect::Cleanup,-0.0148632168593993
139,logit,effect::Threat,-0.0353977976537657
139,logit,effect::Impact,0.0674163153163265
139,poisson,effect::Cleanup,0.00452444569181185
139,poisson,effect::Threat,0.00470714582450937
139,poisson,effect::Impact,-0.0024992119912024
140,logit,effect::Cleanup,-0.0525509338925905
140,logit,effect::Threat,0.00862382481171348
140,logit,effect::Impact,-0.0228819452488946
140,poisson,effect::Cleanup,0.00439949023139386
140,poisson,effect::Threat,0.00437352532728676
140,poisson,effect::Impact,0.00350901019343192
141,logit,effect::Cleanup,-0.0360642758864496
141,logit,effect::Threat,0.0030930742662804
141,logit,effect::Impact,-0.0313718243180762
141,poisson,effect::Cleanup,0.0050374310830215
141,poisson,effect::Threat,0.00494305176179243
141,poisson,effect::Impact,0.00151042129082013
142,logit,effect::Cleanup,-0.0312071155898391
142,logit,effect::Threat,0.00698010861245922
142,logit,effect::Impact,-0.128605957015137
142,poisson,effect::Cleanup,0.00351098752145124
142,poisson,effect::Threat,0.00432394669492608
142,poisson,effect::Impact,0.00508504145707683
143,logit,effect::Cleanup,-0.0747947554705918
143,logit,effect::Threat,-0.0139983963396647
143,logit,effect::Impact,-0.149789478344948
143,poisson,effect::Cleanup,0.0035010636020268
143,poisson,effect::Threat,0.00327863655642966
143,poisson,effect::Impact,0.00562737698311699
144,logit,effect::Cleanup,-0.00360692915252325
144,logit,effect::Threat,-0.0310966492517952
144,logit,effect::Impact,0.0552948729171298
144,poisson,effect::Cleanup,0.00404662113583951
144,poisson,effect::Threat,0.00496229763595325
144,poisson,effect::Impact,0.0029632389183237
145,logit,effect::Cleanup,-0.0332077914228353
145,logit,effect::Threat,-0.0470094332787312
145,logit,effect::Impact,-0.0492447866541466
145,poisson,effect::Cleanup,0.00355331720153379
145,poisson,effect::Threat,0.00527857812241348
145,poisson,effect::Impact,0.0030894203238843
146,logit,effect::Cleanup,0.0204993238379667
146,logit,effect::Threat,-0.0893481321563004
146,logit,effect::Impact,-0.0869943873280453
146,poisson,effect::Cleanup,0.00357724938758946
146,poisson,effect::Threat,0.0050729034811735
146,poisson,effect::Impact,0.00155293477342303
147,logit,effect::Cleanup,-0.0251559078537187
147,logit,effect::Threat,-0.00827210041146929
147,logit,effect::Impact,-0.154451482987914
147,poisson,effect::Cleanup,0.00475806595179931
147,poisson,effect::Threat,0.00358942713479307
147,poisson,effect::Impact,0.00146665187559172
148,logit,effect::Cleanup,-0.0490816613409019
148,logit,effect::Threat,-0.0448981454271502
148,logit,effect::Impact,-0.0610686221841845
148,poisson,effect::Cleanup,0.00364205471172771
148,poisson,effect::Threat,0.00477090540220294
148,poisson,effect::Impact,0.00485356419971054
149,logit,effect::Cleanup,0.0381082513893661
149,logit,effect::Threat,-0.05242528801246
149,logit,effect::Impact,-0.0236353947920154
149,poisson,effect::Cleanup,0.00420111847382842
149,poisson,effect::Threat,0.00403030216377792
149,poisson,effect::Impact,0.000639256891381499
150,logit,effect::Cleanup,-0.0387448106215218
150,logit,effect::Threat,-0.00722814750253581
150,logit,effect::Impact,0.0176897059438904
150,poisson,effect::Cleanup,0.00325929627919652
150,poisson,effect::Threat,0.00240838577015091
150,poisson,effect::Impact,0.00208129513486446
151,logit,effect::Cleanup,-0.0341936002152993
151,logit,effect::Threat,-0.0210183431208737
151,logit,effect::Impact,0.040629640103059
151,poisson,effect::Cleanup,0.00489151937671683
151,poisson,effect::Threat,0.00461942869986659
151,poisson,effect::Impact,0.00190748003343284
152,logit,effect::Cleanup,-0.0503282140914054
152,logit,effect::Threat,-0.03107988272736
152,logit,effect::Impact,-0.0411946245700906
152,poisson,effect::Cleanup,0.00342611514943793
152,poisson,effect::Threat,0.00276667862208767
152,poisson,effect::Impact,0.00475455096431266
153,logit,effect::Cleanup,0.00169000641320996
153,logit,effect::Threat,-0.0125997678087401
153,logit,effect::Impact,-0.0281346479183118
153,poisson,effect::Cleanup,0.00420133302312239
153,poisson,effect::Threat,0.005007704789586
153,poisson,effect::Impact,0.00596084219911215
154,logit,effect::Cleanup,-0.0267790627940971
154,logit,effect::Threat,-0.0387222450367309
154,logit,effect::Impact,0.0252672467267881
154,poisson,effect::Cleanup,0.0058918082910543
154,poisson,effect::Threat,0.00364220056697542
154,poisson,effect::Impact,0.00664451263530178
155,logit,effect::Cleanup,-0.0288242361865004
155,logit,effect::Threat,-0.00152605086886578
155,logit,effect::Impact,-0.0131519174258787
155,poisson,effect::Cleanup,0.00526983930471949
155,poisson,effect::Threat,0.00335729228361468
155,poisson,effect::Impact,0.0035433566721135
156,logit,effect::Cleanup,-0.0186000744093735
156,logit,effect::Threat,-0.0383506959476794
156,logit,effect::Impact,0.0451845865461724
156,poisson,effect::Cleanup,0.0032957431068573
156,poisson,effect::Threat,0.00369073660962319
156,poisson,effect::Impact,0.000829735734570474
157,logit,effect::Cleanup,-0.0123362760409035
157,logit,effect::Threat,-0.0269839358646983
157,logit,effect::Impact,0.109827054520535
157,poisson,effect::Cleanup,0.00447152570539031
157,poisson,effect::Threat,0.00560133243107142
157,poisson,effect::Impact,0.00175477551910544
158,logit,effect::Cleanup,-0.0546409291158408
158,logit,effect::Threat,-0.0383538349287875
158,logit,effect::Impact,-0.100523677878792
158,poisson,effect::Cleanup,0.00390501586643825
158,poisson,effect::Threat,0.00447435322137556
158,poisson,effect::Impact,0.00194348570040768
159,logit,effect::Cleanup,-0.0383245205146131
159,logit,effect::Threat,0.0262177091444155
159,logit,effect::Impact,0.095105828188072
159,poisson,effect::Cleanup,0.00569555809024842
159,poisson,effect::Threat,0.00453078387099278
159,poisson,effect::Impact,0.00848761355402075
160,logit,effect::Cleanup,-0.0308626578594568
160,logit,effect::Threat,-0.0326598844027372
160,logit,effect::Impact,-0.100831393891228
160,poisson,effect::Cleanup,0.00480326757452268
160,poisson,effect::Threat,0.00381175329735556
160,poisson,effect::Impact,0.00688806309160089
161,logit,effect::Cleanup,-0.0349457726144943
161,logit,effect::Threat,-0.0419115250687896
161,logit,effect::Impact,0.0284367240821402
161,poisson,effect::Cleanup,0.0040855090011639
161,poisson,effect::Threat,0.0044031431922984
161,poisson,effect::Impact,0.00261232813656463
162,logit,effect::Cleanup,-0.033413374158947
162,logit,effect::Threat,0.000272498957244176
162,logit,effect::Impact,-0.0733749346765833
162,poisson,effect::Cleanup,0.00549619649630404
162,poisson,effect::Threat,0.00545447425115559
162,poisson,effect::Impact,0.00100502663034025
163,logit,effect::Cleanup,-0.059001830400516
163,logit,effect::Threat,-0.058099935896312
163,logit,effect::Impact,0.0279513876065808
163,poisson,effect::Cleanup,0.00469705763423396
163,poisson,effect::Threat,0.00418249747917256
163,poisson,effect::Impact,0.00426834635061286
164,logit,effect::Cleanup,-0.0275092835881651
164,logit,effect::Threat,-0.033806817656479
164,logit,effect::Impact,-0.00530209877570021
164,poisson,effect::Cleanup,0.00380931851201963
164,poisson,effect::Threat,0.00390416272890438
164,poisson,effect::Impact,0.00271161481321677
165,logit,effect::Cleanup,-0.0130019985282431
165,logit,effect::Threat,-0.0253665511724266
165,logit,effect::Impact,-0.0934856322275791
165,poisson,effect::Cleanup,0.00424260577945586
165,poisson,effect::Threat,0.00224287986271794
165,poisson,effect::Impact,0.0020939052016539
166,logit,effect::Cleanup,-0.020701655392089
166,logit,effect::Threat,-0.0261572253296634
166,logit,effect::Impact,0.10556911711014
166,poisson,effect::Cleanup,0.0037502984960309
166,poisson,effect::Threat,0.00469436500089507
166,poisson,effect::Impact,-0.00225761118512087
167,logit,effect::Cleanup,-0.0376257946643101
167,logit,effect::Threat,-0.0133681207391719
167,logit,effect::Impact,-0.0802280274220259
167,poisson,effect::Cleanup,0.00422305260671879
167,poisson,effect::Threat,0.00355370080581157
167,poisson,effect::Impact,0.00232335961694134
168,logit,effect::Cleanup,-0.0662312593615155
168,logit,effect::Threat,-0.013640734131033
168,logit,effect::Impact,-0.0689961090495079
168,poisson,effect::Cleanup,0.00490311035228159
168,poisson,effect::Threat,0.00427174504053418
168,poisson,effect::Impact,0.000349183045860022
169,logit,effect::Cleanup,-0.0242495627012265
169,logit,effect::Threat,-0.0368949532800514
169,logit,effect::Impact,-0.0284648519133875
169,poisson,effect::Cleanup,0.00340505614254229
169,poisson,effect::Threat,0.00653528967242631
169,poisson,effect::Impact,-0.000461473028948063
170,logit,effect::Cleanup,-0.0161386975843414
170,logit,effect::Threat,-0.0470079546643325
170,logit,effect::Impact,-0.0334268858260305
170,poisson,effect::Cleanup,0.00447197838616033
170,poisson,effect::Threat,0.00472068385247393
170,poisson,effect::Impact,0.00459144834973506
171,logit,effect::Cleanup,-0.0841120699325185
171,logit,effect::Threat,-0.0108533545984693
171,logit,effect::Impact,-0.0182796372354315
171,poisson,effect::Cleanup,0.00724989437891849
171,poisson,effect::Threat,0.00606215718420289
171,poisson,effect::Impact,0.00672436195632246
172,logit,effect::Cleanup,0.00912376293935993
172,logit,effect::Threat,-0.0227967655338411
172,logit,effect::Impact,0.00808520073348561
172,poisson,effect::Cleanup,0.00514410978056317
172,poisson,effect::Threat,0.00342905238434793
172,poisson,effect::Impact,0.000242940451640361
173,logit,effect::Cleanup,-0.0201709616493695
173,logit,effect::Threat,-0.0624977740260709
173,logit,effect::Impact,0.0152871803328242
173,poisson,effect::Cleanup,0.00420898167316076
173,poisson,effect::Threat,0.00522594062043965
173,poisson,effect::Impact,-0.00156024313172827
174,logit,effect::Cleanup,-0.0336311262676594
174,logit,effect::Threat,-0.0417860968095716
174,logit,effect::Impact,-0.00852552815933965
174,poisson,effect::Cleanup,0.00456165603665406
174,poisson,effect::Threat,0.00459280734156611
174,poisson,effect::Impact,0.00897310833436688
175,logit,effect::Cleanup,-0.0617343617683123
175,logit,effect::Threat,-0.0420408973734505
175,logit,effect::Impact,-0.10229507514462
175,poisson,effect::Cleanup,0.0039377607665258
175,poisson,effect::Threat,0.00483003856201317
175,poisson,effect::Impact,0.000255583605094724
176,logit,effect::Cleanup,-0.0774817959033906
176,logit,effect::Threat,-0.0231604220491404
176,logit,effect::Impact,-0.219663402426641
176,poisson,effect::Cleanup,0.00317675688044504
176,poisson,effect::Threat,0.00514919389459204
176,poisson,effect::Impact,0.000884949879202659
177,logit,effect::Cleanup,-0.0139842672370075
177,logit,effect::Threat,0.0039941382989634
177,logit,effect::Impact,0.0172723655433956
177,poisson,effect::Cleanup,0.00449453216484441
177,poisson,effect::Threat,0.00521644552576236
177,poisson,effect::Impact,0.00499524334961712
178,logit,effect::Cleanup,-0.0404188265223727
178,logit,effect::Threat,-0.0051327942630928
178,logit,effect::Impact,0.0532473210104824
178,poisson,effect::Cleanup,0.00363298879937173
178,poisson,effect::Threat,0.00390106754935011
178,poisson,effect::Impact,-0.00560788507177361
179,logit,effect::Cleanup,0.00222619949544723
179,logit,effect::Threat,-0.0641204535492149
179,logit,effect::Impact,-0.0943388949571584
179,poisson,effect::Cleanup,0.0034372157206085
179,poisson,effect::Threat,0.00555838806378352
179,poisson,effect::Impact,0.00188512790624893
180,logit,effect::Cleanup,0.00362293292552979
180,logit,effect::Threat,-0.00855749839180403
180,logit,effect::Impact,0.00982046445216849
180,poisson,effect::Cleanup,0.00460325238364215
180,poisson,effect::Threat,0.00448867542807423
180,poisson,effect::Impact,0.00299675344381081
181,logit,effect::Cleanup,-0.0680921346664694
181,logit,effect::Threat,-0.0192444278980666
181,logit,effect::Impact,-0.070358069271116
181,poisson,effect::Cleanup,0.00514628942603027
181,poisson,effect::Threat,0.00292313303465609
181,poisson,effect::Impact,0.000877904462721729
182,logit,effect::Cleanup,-0.0563905827527105
182,logit,effect::Threat,0.00973654211939835
182,logit,effect::Impact,0.00396319446740124
182,poisson,effect::Cleanup,0.00388156293509818
182,poisson,effect::Threat,0.0051839305802704
182,poisson,effect::Impact,0.00355635706454336
183,logit,effect::Cleanup,-0.0329782443975016
183,logit,effect::Threat,0.00847042191388496
183,logit,effect::Impact,-0.0109285971713391
183,poisson,effect::Cleanup,0.00557510983268348
183,poisson,effect::Threat,0.00369026822193244
183,poisson,effect::Impact,0.00377566608892411
184,logit,effect::Cleanup,-0.0165401977347046
184,logit,effect::Threat,-0.0192790778223388
184,logit,effect::Impact,-0.0170335334893721
184,poisson,effect::Cleanup,0.00584478389627037
184,poisson,effect::Threat,0.00345908939211997
184,poisson,effect::Impact,0.00299071990048743
185,logit,effect::Cleanup,-0.035852854923708
185,logit,effect::Threat,-0.044921143676214
185,logit,effect::Impact,-0.138487697736118
185,poisson,effect::Cleanup,0.00366622777618264
185,poisson,effect::Threat,0.002233647351993
185,poisson,effect::Impact,0.00410461151538054
186,logit,effect::Cleanup,-0.033502218694285
186,logit,effect::Threat,-0.0399498653008832
186,logit,effect::Impact,0.00142616178095979
186,poisson,effect::Cleanup,0.00490414028258942
186,poisson,effect::Threat,0.00479583307546125
186,poisson,effect::Impact,-0.00160471083087378
187,logit,effect::Cleanup,-0.0617278358019701
187,logit,effect::Threat,-0.0135823727174709
187,logit,effect::Impact,0.0367881378685739
187,poisson,effect::Cleanup,0.00438782616343448
187,poisson,effect::Threat,0.00461333746094477
187,poisson,effect::Impact,0.00305757167096752
188,logit,effect::Cleanup,-0.0596727299297874
188,logit,effect::Threat,-0.0278536995129204
188,logit,effect::Impact,-0.0372094113477165
188,poisson,effect::Cleanup,0.00436075749064312
188,poisson,effect::Threat,0.00387750437917688
188,poisson,effect::Impact,0.00198907571266418
189,logit,effect::Cleanup,-0.0431228996377472
189,logit,effect::Threat,-0.0499814027287615
189,logit,effect::Impact,0.0131148581001892
189,poisson,effect::Cleanup,0.00434383833974707
189,poisson,effect::Threat,0.00165084348437419
189,poisson,effect::Impact,-0.00158903123649892
190,logit,effect::Cleanup,-0.0334558744475465
190,logit,effect::Threat,0.0237787106014752
190,logit,effect::Impact,-0.0141039054335216
190,poisson,effect::Cleanup,0.00216279389809251
190,poisson,effect::Threat,0.00416519762752231
190,poisson,effect::Impact,-0.0016362720042001
191,logit,effect::Cleanup,-0.0232306617906486
191,logit,effect::Threat,-0.075107784893669
191,logit,effect::Impact,0.10027748538418
191,poisson,effect::Cleanup,0.00414274006778024
191,poisson,effect::Threat,0.00345441014611138
191,poisson,effect::Impact,0.00112980752906593
192,logit,effect::Cleanup,0.031600408659185
192,logit,effect::Threat,-0.0896446489665154
192,logit,effect::Impact,-0.0987698015874277
192,poisson,effect::Cleanup,0.00377802580881752
192,poisson,effect::Threat,0.00474331080390353
192,poisson,effect::Impact,0.00143674823549198
193,logit,effect::Cleanup,-0.0395159202083573
193,logit,effect::Threat,-0.0840855249408621
193,logit,effect::Impact,-0.111270539529219
193,poisson,effect::Cleanup,0.00612888670090517
193,poisson,effect::Threat,0.00554168156314766
193,poisson,effect::Impact,0.00425528767667274
194,logit,effect::Cleanup,-0.0562705068993871
194,logit,effect::Threat,-0.0379349726050122
194,logit,effect::Impact,0.00474870881413124
194,poisson,effect::Cleanup,0.00341557181699772
194,poisson,effect::Threat,0.00398451006872998
194,poisson,effect::Impact,0.00246624304569681
195,logit,effect::Cleanup,0.00548133924388209
195,logit,effect::Threat,0.00489639615156237
195,logit,effect::Impact,-0.0213365031778301
195,poisson,effect::Cleanup,0.00412394815208426
195,poisson,effect::Threat,0.00290795168717461
195,poisson,effect::Impact,0.00373510906026722
196,logit,effect::Cleanup,-0.0250654708852901
196,logit,effect::Threat,-0.0264573610144965
196,logit,effect::Impact,-0.0760948650401625
196,poisson,effect::Cleanup,0.00593966720286683
196,poisson,effect::Threat,0.00464920958087684
196,poisson,effect::Impact,0.00127181493294973
197,logit,effect::Cleanup,-0.049821915397121
197,logit,effect::Threat,-0.0378523824014417
197,logit,effect::Impact,-0.108485195580732
197,poisson,effect::Cleanup,0.00387656405273586
197,poisson,effect::Threat,0.00196880626360919
197,poisson,effect::Impact,0.00524699057541628
198,logit,effect::Cleanup,-0.0228772721508554
198,logit,effect::Threat,-0.0103412069503235
198,logit,effect::Impact,-0.0489039086534885
198,poisson,effect::Cleanup,0.0045268914396251
198,poisson,effect::Threat,0.00388499314849788
198,poisson,effect::Impact,0.0064892492795705
199,logit,effect::Cleanup,-0.074805749358153
199,logit,effect::Threat,-0.019002868871813
199,logit,effect::Impact,-0.0146933223699937
199,poisson,effect::Cleanup,0.00390447109677261
199,poisson,effect::Threat,0.00569444867578591
199,poisson,effect::Impact,0.00404410946943761
200,logit,effect::Cleanup,-0.010041933950858
200,logit,effect::Threat,-0.0361446087573879
200,logit,effect::Impact,0.09345702246723
200,poisson,effect::Cleanup,0.00283951730797275
200,poisson,effect::Threat,0.00544737541125439
200,poisson,effect::Impact,0.000652096228213694
